gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
GAL10,2219.7590903351875,1.5593122153993333e-5,0.03642514946962166,0.9337049878812294,0.992023944728252
GAL102,355.4174314850597,-0.00363786793744112,0.03627021524930373,0.5297861443996301,0.930710244984844
GAL7,3610.297729507958,-2.4218125862512585e-4,0.03638649230860007,0.9302201285768974,0.9914333019599136
ABP140,1459.2857400979851,0.0036973439419085,0.03101359371907876,0.834025255627406,0.980436281386643
ATG5,255.03418793351997,5.955640469322641e-4,0.03523990506991231,0.95008568478355,0.9944151642892336
SEP7,5174.95366046721,-0.00607314420735155,0.03272954237574022,0.7174339097414147,0.963053485016502
CWH8,871.2293582375955,0.03703286147661716,0.05828577332023563,0.04567802797271425,0.7590650687210881
AGE3,2932.1382272035407,0.01421820612539833,0.03387010210833482,0.3924624492857769,0.8940213847671273
PSY2,1613.2172124693927,-0.02162782401230179,0.0395648907133628,0.1948082886374332,0.84788342586634
GON7,581.5378550161643,0.08331178707652165,0.10191926685356303,0.0160249131919685,0.5391583428733971
RPL26B,20664.659600794337,0.01374031686356169,0.03666873900315533,0.3487182930982478,0.8923716317195922
TIM21,1331.1823523102455,0.00810260554306589,0.03429248799464331,0.5550139277928898,0.9352767847455312
PGA5,237.8477613421904,-0.00987062319098398,0.03714373183922186,0.283067561461582,0.8647100929653893
MNN11,1077.2258408320415,0.0099155084245014,0.03731539193959185,0.25855732907605106,0.8627425717583851
GSC1,103629.34506869732,-0.01034034734634288,0.03264010661801697,0.5326893113057845,0.931178721052276
RPL10,133539.9880621285,0.00336436897833899,0.03296971042922582,0.8166766958470828,0.9785075087566634
PMM1,5813.925535121111,0.00224814932672229,0.03427547510862647,0.5748012594549465,0.937651447097624
SCW4,88.71134418301406,-0.0074404682640875,0.03716555816932252,0.19471069792874576,0.84788342586634
DIP5,8618.215020628582,0.04069444807872777,0.05560925761751481,0.06954593936474414,0.7916624103398483
PUT4,263.40952305069345,-0.01682631165048124,0.04030447226478181,0.1253576253947956,0.8465172436832317
HNM4,56.842601892396225,-0.0010527373888634501,0.03615519667473289,0.8358828777643742,0.9807746425044622
SNZ1,3382.38055413804,-0.00577653064997939,0.0362360813738818,0.4649452844921505,0.912101622520736
SNO1,1733.0162669449956,0.02270358874596747,0.03977337162587088,0.1916340979327162,0.84788342586634
IML1,7341.9354009591025,-9.261062242411502e-4,0.02927896877485578,0.9205203828176908,0.9901203437862884
HOM6,9251.100926079129,-0.03930759803424524,0.04822660420275366,0.08376344772155078,0.8087421536344298
EXG2,951.0347754161368,0.10939785033412328,0.10943047439266958,0.01046964755359406,0.43315459085524693
TOM20,5989.321776082381,0.0185094019672585,0.03590265616216472,0.2853578984108662,0.8650136597103518
MGM101,2248.6723687364383,0.00726331126909077,0.03283384604375792,0.6139949596395617,0.9447633797498156
MNN43,100.60468635376888,-0.01005438859722941,0.03818281122765935,0.05933345263652704,0.7732988153297525
MNN44,629.0299591478148,-0.01077237121406329,0.03508131309366433,0.4202607016540169,0.8992578451070959
PMP5,732.7163121581958,0.01258893844603866,0.0369376278519595,0.3154738689911926,0.8806550675096159
FRS2,19645.77620949736,0.00656268151660284,0.02520378478784772,0.6751148899731125,0.9544103757527445
RSC2,10222.536256857878,-0.0264999192247005,0.03788339284166508,0.2012291066713073,0.84788342586634
GET3,9256.287932434829,0.00412364243869362,0.0341805192365307,0.6682723153432875,0.954359096097959
TIF34,17913.66362522566,0.00591992565033543,0.03372029833108679,0.7338685622680683,0.968577147115462
RAD16,2283.862769119449,0.00109587697998064,0.03344894116180806,0.9442630757143012,0.9944151642892336
LYS2,16595.915549852492,-0.01271254359540373,0.03604073918361875,0.48049544284317847,0.916495216711354
PDE2,1528.008842079199,-0.00621318477464909,0.03489688899479925,0.604643409680719,0.9444792210896004
VTS1,2080.8293863172985,-0.01870167168373353,0.03917186957351429,0.20354128317796735,0.84788342586634
YKT6,2056.6630055697533,0.1045559586890938,0.13024918133513458,0.01117386268783904,0.4423982779672088
YPT7,1336.7626541565087,0.02662866700056881,0.04151354569484442,0.14327204449855346,0.8465172436832317
MIA40,5704.581179833083,-0.0037602675111845,0.03428897690691503,0.759110765818816,0.9720335922088416
ATG17,664.4037922661536,0.01102646913469161,0.03468966290083331,0.4363512781126519,0.9013613849240156
CDC73,3316.575671656253,0.00191226100380128,0.03113858720814737,0.9007007495326005,0.9863643293986984
MST1,2486.898199224847,-0.00439143268115743,0.03366456197223604,0.7738053299513472,0.9748396001412662
GOR1,1364.8861010782866,-0.00425333260260688,0.03493194345146733,0.6950218989910937,0.9589720598846504
XOG1,4670.12177447487,0.1753021571192082,0.10208237924559684,0.00326567474705083,0.1959078280755796
HOL1,576.816009197138,-0.00717412632930474,0.03623349892751741,0.43722476890220346,0.9013613849240156
RPP1A,44095.69854195514,-0.00370542090842096,0.03455379920368007,0.751048436568854,0.9720335922088416
RPL13,139975.2990225683,-0.00769336455767981,0.03385464185288464,0.5926398230512316,0.9433830306244212
RPS16A,54713.728556133014,-0.01140992076989204,0.03725556213216755,0.28722155836830227,0.8659346476908731
LOT5,814.5046689401948,0.00429159930437199,0.03479579600841857,0.7126533502156662,0.9626076870160856
TSR2,4257.309530221136,0.01491111202879654,0.03748164272999356,0.2546695558297764,0.8627425717583851
ORC1,3813.412920810412,-0.02159446864284263,0.04010937508058391,0.1412808064981993,0.8465172436832317
TEM1,1134.4003043260814,-0.0079612108030101,0.03416024765470599,0.5543326228679218,0.9352767847455312
RPS1,167717.12201322534,0.0036350442891789,0.03187244519725579,0.8186603384039779,0.9785075087566634
TCB3,14497.05018806838,-0.03541972111419796,0.05122832524182168,0.1087735158236993,0.8462361526917292
RPL6,85983.88806504314,-3.1249861577701556e-4,0.02969474680029819,0.9848435808414892,0.9992571919699984
GGA2,7697.203832606318,-0.02585855709029242,0.0276577832173017,0.192439336678542,0.84788342586634
COQ4,1192.399724812302,0.4411629907703425,0.1102949367304179,2.6342718819677647e-6,3.950749254981155e-4
ECM33,75409.61132029563,-0.02980687516700201,0.04496375844272667,0.368948336535537,0.8923716317195922
ARO80,2067.1852544239177,-0.01983676638843809,0.04217888045992298,0.0606126380729216,0.7732988153297525
CDC12,9245.839752891368,0.01662817867611869,0.0349157320955388,0.3834772429559294,0.8923716317195922
BMH1,32259.8381563109,-0.01485461194783138,0.03794553517961114,0.2502297683854154,0.8625044571197311
ARX1,16800.94901025883,-0.0021495423103878,0.0300266032981451,0.8499058698807898,0.9842290243387146
SPP1,1223.6060291379304,-0.03833417358121314,0.05133042100063166,0.06941705877335781,0.7916624103398483
NGG1,2982.189717514632,0.0089100274478026709,0.03275891579840917,0.5632477729103561,0.9356139974399968
MAS1,5087.931790422519,0.00880567465924565,0.03465200876762084,0.5952432153653732,0.9433830306244212
ARP7,3321.554713642204,-0.01584025225104739,0.03893736983349311,0.19118747525651744,0.84788342586634
EHD3,512.7504764034632,0.00205232156792128,0.0334861410314378,0.8797257431176804,0.9845001225932988
ATG21,678.1776467898519,0.00673778018952304,0.03252467007475443,0.579242947257607,0.9390837030210156
SEC62,3212.012329309923,0.00748122595431249,0.03269354350552225,0.6866008831337319,0.9575428932383656
RLI1,27584.947030085612,-0.00331901973154931,0.03080218643864128,0.7414587899063136,0.9693174089352568
PAB1,102621.35310721296,-0.01177228023237059,0.03378287903113462,0.46455042228553994,0.912101622520736
TPS2,9755.399704841606,-7.733110619696104e-4,0.03539612650466576,0.8393799057983511,0.9819500887059882
EHT1,3629.5577182193665,0.00212946627899969,0.03158868653555253,0.930782982690276,0.9914333019599136
SIP3,4913.292067814876,0.00879442452798183,0.03323869113612654,0.44340125204080977,0.903593008115074
AGE1,3352.6674178173457,-0.00112671574824845,0.0325122142136004,0.9831087104128716,0.9992571919699984
YPT1,6827.063842106014,0.01199189520821028,0.03500441655158835,0.42298105787407314,0.8994511472204229
RPN3,9078.686258449972,0.01258871682987029,0.03378931682426601,0.3707388604143874,0.8923716317195922
SRB4,2361.2425449917805,-0.00260400030194754,0.02893591417251429,0.8781656999349123,0.9845001225932988
COQ6,5170.075744176639,0.07528950870380693,0.08119191485703796,0.01635719593314857,0.5391583428733971
SUA71,8418.264263229625,0.01283047709825496,0.0358072067911987,0.37502445034216225,0.8923716317195922
IMP1,908.1981612746667,0.0097821843244375,0.03570197665582146,0.41657300000361136,0.8984719591303035
RPS22B,5264.247350080823,0.02757357513859477,0.04594397057336054,0.1884200953049865,0.84788342586634
RPS22A,5264.247350080823,0.02757357513859477,0.04594397057336054,0.1884200953049865,0.84788342586634
HFL1,1242.2973721084218,0.00328282577024381,0.03491474739559272,0.7421899731694154,0.9693174089352568
MRPL27,3729.889681667628,-9.368868052627046e-4,0.03291454047996119,0.9649742852025442,0.9958170363116122
DAO1,1952.7302935345351,0.03136278878187287,0.04860159789199454,0.08206416573293751,0.8087421536344298
ENG1,10821.557625138332,-0.00828144012392731,0.03695123103905456,0.2964578771666602,0.8685092318664958
MSB1,2780.818663240353,-0.0220106361641354,0.04535948742612864,0.02683364700860505,0.6620478355334758
MNS1,3848.0500493897976,0.00493219679213846,0.0308296754621045,0.7532088596428091,0.9720335922088416
WAR1,2417.5483022808016,-0.01741604537973473,0.04055345317801234,0.12134521370385552,0.8465172436832317
STR2,2072.557793534518,0.0371542998547634,0.05726462042602218,0.03546181973008074,0.7044590892824416
SKO1,1054.6016693711606,-0.00890664610583272,0.03655203216122019,0.3679607316656086,0.8923716317195922
HMG1,23960.96046914544,0.01272497971268399,0.03635926548711841,0.2501511540235434,0.8625044571197311
FPR3,25393.353540086817,0.02391619677767591,0.04100354628254914,0.12356484089773652,0.8465172436832317
RPP1,761.1103451321562,0.01352204599565221,0.03821927156389346,0.23196640574292737,0.8551731428961911
ELA1,740.8106385360011,0.0071424417623438,0.03457907157019136,0.589199873754491,0.9413076012391988
PDR16,231.73845310949667,-0.03052593997438751,0.05620683746978735,0.00798939433666949,0.36036373402767147
BNI4,4348.677531267619,-0.02048674752108248,0.04070696598670726,0.1670569781461388,0.84788342586634
CIS308,45.352676575833605,-0.00494771900317632,0.03657179899973481,0.3680279023584292,0.8923716317195922
SEN15,344.3336724123304,0.00147834024015803,0.03480764964038992,0.9052158171952742,0.9870602980756524
DLT1,1017.4858730456266,0.01108225484745376,0.03591806802113444,0.3915524786901611,0.8940213847671273
ERF2,360.79530390644345,-0.02476116918833972,0.04632160257021423,0.06073807824436825,0.7732988153297525
NUE2,1132.225894975583,-0.022896864205146632,0.04132810725070422,0.1564493018643437,0.84788342586634
SPC19,197.3268763851541,0.01642210902217942,0.04040768705376129,0.1057509759802346,0.8370508892921793
KTR4,1085.4048474887943,0.01311177910159357,0.03800626364344677,0.24083031170570748,0.8590471944165708
IFD1,557.4699596787316,3.0017701282894445e-4,0.03438876689337879,0.9851411594662304,0.9992571919699984
CSH1,985.4781654168082,0.01342318813082804,0.03734490165445354,0.3015448061786139,0.8707452928605872
NOP9,6867.5968828973755,0.01773755422083452,0.03536708484419525,0.2688270880325489,0.8627425717583851
MFALPHA,7.951737027819323,-7.071930716191073e-4,0.03645775382385065,0.7260388930984237,0.968330521596554
IFI3,199.90744702762177,-0.00416555894106197,0.0354405182708008,0.6525949634412445,0.950801428641892
BET4,386.9758704700712,0.01155935136095934,0.03636691879902901,0.3657490847677631,0.8923716317195922
MAD2,358.251544184297,0.03426217025486758,0.05303084833820098,0.06187241609207523,0.7732988153297525
POR1,28665.59289371788,-0.0018126058843485,0.03405524324978844,0.5504301824303626,0.9352767847455312
ERB1,12309.23111493276,0.00682200699277157,0.03431537345654946,0.4197174815823971,0.8992310602585232
IFD6,293.8039972016138,2.58999556514187e-4,0.03358554942547264,0.9813470953264476,0.9991438365390928
HTA2,29970.226062107744,-0.00129805555600708,0.03192562925189422,0.9324499376342216,0.991802506165519
HTB2,20388.162200986822,-0.01915822984566067,0.03839566156219851,0.22843751262251097,0.8539382004725162
BST1,1194.0793234370226,0.00928375010493887,0.03342804804846801,0.5619645450810554,0.9356139974399968
CDC3,7467.968089990966,0.00205908651503971,0.03206585572387174,0.8105123398356893,0.9785075087566634
RPN13,2816.2677725608696,0.01291767706602135,0.03472325982701479,0.35499963973740317,0.8923716317195922
HHF1,24683.597891435864,-0.00835695005605067,0.03270198853182564,0.4883432294602813,0.9183534342072396
HHT21; HHT2,45790.64888752352,-7.340920366752908e-4,0.03418949480938111,0.9499394059388762,0.9944151642892336
GPI18,285.53451212477466,0.01657347755901989,0.04088059089942229,0.07450273083798208,0.7939576646694817
ACS2,66855.88696072134,-0.01205994825927288,0.03205917903954697,0.5081278848115935,0.9257677588611768
SSA2,145474.10272127736,-0.00540259784656068,0.03615377088609946,0.4962486329449356,0.9222592124411768
GIG1,120.81160903006928,-0.00920221564440742,0.03697968001954972,0.3025581318058088,0.8707452928605872
GPM2,621.2358114625813,-2.0803684233321572e-4,0.03490994914669588,0.9606955341544484,0.9953559140567896
RPN4,3955.969419053252,0.08175352012709894,0.05677716677321743,0.01029077335152747,0.4287107592764812
SIT4,2991.9591880207477,0.02688429356617432,0.03373875909177643,0.20362294294435868,0.84788342586634
NOP4,11048.72415958756,0.00318818189118757,0.03444187490029209,0.5751283017553619,0.937651447097624
APE2,59396.426054320495,0.00740852925948564,0.03416782527610176,0.5936609288655601,0.9433830306244212
ESS1,1962.697737249095,0.00456795519762207,0.03412558795640487,0.7198923640253724,0.9648423350733264
URA6,5338.63539332932,-0.01590661396929201,0.03709444945391597,0.17762282140770888,0.84788342586634
FMA1,10325.27438001387,0.0120468391284404,0.03573070057503152,0.38504437902068733,0.8923716317195922
TUS1,1918.7194380088736,-0.00735712904428104,0.034263211592,0.587363495076118,0.9413076012391988
ICL1,587.1499021744555,-0.01217985593129852,0.03798978934830231,0.2135704419359951,0.8514767036665241
PHO85,3063.585680153093,0.00752309285425093,0.03430603919963102,0.5885822665095671,0.9413076012391988
VPS16,2859.2381631337566,0.00275646010476753,0.02923310397131864,0.8846546378184035,0.9848885437205792
ELC1,378.763467070186,0.01898792411989832,0.0399089078474263,0.18044256680653248,0.84788342586634
CHL4,590.2758891270718,0.01975270844129612,0.0397062324758254,0.1923626837764773,0.84788342586634
ATP1,145363.59834433423,-0.00259089993002732,0.036477433295056,0.4472414115519437,0.903593008115074
NEO1,3465.6889394661134,0.0034428568097846202,0.03094684110818402,0.8237495518774959,0.979029693531249
DUR3,106.10523871096208,-0.00768714756600599,0.03671435185445398,0.340879883177066,0.8875609058152386
HAT1,2284.4529217958657,0.00503248446591808,0.03298163379422592,0.7287349967233099,0.9684211106498756
PIL1,26836.703106856665,-4.277103677723073e-4,0.03636886917490814,0.8860448094553605,0.9848885437205792
REC8,43.2249103710361,-0.00691993709815683,0.03694464949343649,0.2557374353791282,0.8627425717583851
RSA3,1824.6312062183035,0.00970125285362173,0.03473026913699672,0.4917936463233772,0.92100365307092
LYS21,6890.55454282476,0.03083054861995321,0.04697227793580432,0.10401971167618068,0.8366082628303183
LPG20,333.94070816749735,0.01583732974235999,0.04003600455925733,0.11786295903904263,0.8465172436832317
IFE1,254.59192147215737,0.2509049526757608,0.13304593415346871,0.00170851315670875,0.11917872589646332
SYG1,2539.176090018367,0.27018568065081966,0.07817458807049019,2.284035625395907e-5,0.00274038594335
ERG3,6328.1835909672145,1.1177179371039812,0.12460862895860104,1.0760085062875955e-20,1.460478354050924e-17
TCO89,2075.761989979272,-0.00646917180237425,0.0357980254630164,0.5180203048713419,0.9296163474857588
SEC21,15257.286764782017,-0.01670585677866071,0.03810854362764726,0.27365107268459227,0.8645761956803981
SAP7,528.3612805939791,-1.7928353549328193e-4,0.03598987556673028,0.9553864881885186,0.9948488901662472
MRPL37,1348.0819347474524,-0.00503954915369441,0.03416547100084808,0.8006752729327643,0.9785075087566634
YBN5,23849.285133671052,-0.02197050293314435,0.04242921962143655,0.2867638296267163,0.8659346476908731
MNN15,1088.2845748386635,0.00624940947564508,0.03243701329123079,0.6602871603110523,0.9520193236922636
RPM2,4461.628917484917,-0.00601151556034546,0.0335078792223895,0.7885915453520524,0.9752965244739672
CLU1,18502.62899702075,-0.00674117065065035,0.03329733820417494,0.6688884378454194,0.954359096097959
RHD1,5628.713290031562,-0.00100433968321281,0.03338214600496986,0.9308673471237752,0.9914333019599136
